institute_type,department,program,academic_year,semester,course_title,course_type,topics,tools_technologies,programming_languages,math_foundation,bloom_level,credits,project_required,generation_method,is_synthetic
IIT,CSE,B.Tech,2021-2022,1,Introduction to Cloud Computing,Core,Cloud Computing;Visualization;EDA;Indexing,SQL;NLTK,Java,Basic Math,Create,6,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,5,Applied RNN,Core,RNN;SQL;Cloud Computing;Indexing;Neural Networks,SQL;C++,Java,Statistics,Analyze,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2018-2019,1,Applied Data Pipelines,Elective,Data Pipelines;Dynamic Programming;Normalization;Deployment;Visualization;Embeddings,AWS;Git,Java,Discrete Math,Analyze,3,No,job_reverse_mapping,True
NIT,AI,B.Tech,2021-2022,1,Foundations of CNN,Core,CNN;Cloud Computing;Graphs;Linked Lists,Scikit-learn;C++,Java,Linear Algebra,Analyze,4,No,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,3,Advanced EDA,Core,EDA;Neural Networks;Dynamic Programming,SQL;PyTorch;AWS,Java,Probability,Apply,6,No,job_reverse_mapping,True
NIT,DS,B.Tech,2023-2024,7,Applied SQL,Core,SQL;Graphs;Neural Networks;CNN;Spark;Data Pipelines,AWS,Python,Linear Algebra,Analyze,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,4,Advanced CNN,Elective,CNN;Trees;Cloud Computing;HDFS;Normalization,Python;PyTorch;HuggingFace,Python,Basic Math,Analyze,6,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,6,Introduction to Transformers,Core,Transformers;Indexing;Normalization;Visualization;Data Pipelines;EDA,Spark,C++,Logic,Analyze,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2022-2023,6,Introduction to Spark,Core,Spark;Image Processing;Cloud Computing;CNN,HuggingFace,Java,Logic,Create,3,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2018-2019,1,Foundations of HDFS,Core,HDFS;Graphs;RNN;Spark;CNN,Docker;NLTK;TensorFlow,Python,Linear Algebra,Create,3,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2019-2020,3,Advanced HDFS,Core,HDFS;CNN;Visualization;Arrays;Tokenization,NLTK;SQL;Java,Python,Discrete Math,Apply,3,No,job_reverse_mapping,True
IIT,AI,B.Tech,2018-2019,8,Introduction to Embeddings,Elective,Embeddings;Normalization;SQL,Spark,C++,Linear Algebra,Analyze,6,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2023-2024,8,Advanced Indexing,Core,Indexing;Dynamic Programming;HDFS,Python,Python,Logic,Apply,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2021-2022,5,Introduction to Data Pipelines,Elective,Data Pipelines;Graphs;Cloud Computing;Tokenization;Transformers,Scikit-learn;PyTorch;Pandas,Java,Linear Algebra,Understand,4,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,2,Introduction to Arrays,Elective,Arrays;Cloud Computing;CNN;Linked Lists;HDFS;Spark,C++;TensorFlow,C++,Linear Algebra,Analyze,6,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2024-2025,4,Applied EDA,Elective,EDA;Embeddings;SQL;Trees;Regression,Python;TensorFlow;OpenCV,Python,Basic Math,Apply,4,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2024-2025,5,Applied Trees,Core,Trees;HDFS;Tokenization;SQL;EDA;Spark,Python;AWS;NLTK,Python,Basic Math,Analyze,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2022-2023,6,Advanced Trees,Core,Trees;Linked Lists;Arrays;Regression;Clustering;Graphs,Java;Docker;OpenCV,C++,Linear Algebra,Create,4,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2018-2019,1,Applied Graphs,Core,Graphs;Linked Lists;Visualization;Trees;Normalization,AWS;OpenCV,Python,Statistics,Create,3,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,4,Introduction to Neural Networks,Core,Neural Networks;Tokenization;Normalization;Data Pipelines,SQL;Spark,C++,Logic,Understand,6,No,job_reverse_mapping,True
IIT,AI,B.Tech,2023-2024,2,Advanced Linked Lists,Elective,Linked Lists;Dynamic Programming;Arrays;Transformers,AWS;Git,C++,Linear Algebra,Create,6,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2020-2021,6,Advanced Trees,Elective,Trees;Normalization;Indexing;HDFS,Pandas;Java,C++,Discrete Math,Create,3,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2018-2019,6,Applied Clustering,Core,Clustering;CNN;Neural Networks,NLTK;TensorFlow,Python,Logic,Apply,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,5,Introduction to Spark,Elective,Spark;Linked Lists;Image Processing;Graphs;Cloud Computing;Tokenization,OpenCV;C++,C++,Probability,Understand,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2019-2020,6,Foundations of Clustering,Elective,Clustering;Tokenization;Trees,Spark;AWS;NLTK,Python,Basic Math,Understand,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2021-2022,3,Introduction to Visualization,Elective,Visualization;Linked Lists;Graphs;Tokenization;Embeddings,OpenCV,C++,Discrete Math,Understand,3,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,4,Introduction to Data Pipelines,Elective,Data Pipelines;Deployment;Arrays;Image Processing;Tokenization;Linked Lists,HuggingFace;PyTorch,Python,Linear Algebra,Understand,4,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2018-2019,6,Advanced Classification,Elective,Classification;RNN;Indexing;Linked Lists;Clustering,Java,Python,Logic,Understand,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,4,Applied Trees,Core,Trees;Linked Lists;Dynamic Programming,Python;Scikit-learn,Python,Probability,Apply,6,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2021-2022,8,Advanced Data Pipelines,Elective,Data Pipelines;Trees;Neural Networks,SQL;Docker;NLTK,Python,Probability,Analyze,6,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2020-2021,4,Introduction to RNN,Elective,RNN;EDA;Image Processing;Embeddings;Graphs,TensorFlow,C++,Linear Algebra,Apply,6,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2019-2020,5,Introduction to Graphs,Core,Graphs;Transformers;Visualization;Dynamic Programming,SQL,C++,Statistics,Understand,4,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,7,Introduction to Trees,Core,Trees;Linked Lists;Neural Networks;Spark;SQL,C++;Pandas,C++,Linear Algebra,Create,3,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,7,Applied Data Pipelines,Core,Data Pipelines;CNN;Linked Lists,HuggingFace;TensorFlow;C++,C++,Probability,Create,4,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2024-2025,1,Applied Image Processing,Core,Image Processing;SQL;Visualization,Scikit-learn;Pandas;Git,Java,Statistics,Apply,3,No,job_reverse_mapping,True
IIT,DS,B.Tech,2018-2019,5,Applied Trees,Elective,Trees;Clustering;Deployment;Image Processing;CNN,AWS;PyTorch,Java,Basic Math,Analyze,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,1,Introduction to CNN,Core,CNN;Cloud Computing;Data Pipelines,Pandas;Scikit-learn,Java,Discrete Math,Create,3,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2020-2021,8,Foundations of Indexing,Elective,Indexing;Linked Lists;Cloud Computing;Trees,Spark;AWS,C++,Probability,Analyze,4,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2024-2025,8,Foundations of Clustering,Core,Clustering;HDFS;Regression;Dynamic Programming,OpenCV;C++;SQL,Python,Logic,Create,6,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2020-2021,1,Foundations of Linked Lists,Core,Linked Lists;EDA;Neural Networks;Arrays,Pandas;Spark;TensorFlow,Java,Discrete Math,Understand,6,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,2,Introduction to Clustering,Elective,Clustering;Classification;RNN,TensorFlow;Pandas;OpenCV,C++,Discrete Math,Analyze,6,No,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,6,Advanced Indexing,Core,Indexing;HDFS;Transformers;Tokenization;CNN,C++;Python;TensorFlow,Python,Discrete Math,Apply,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2022-2023,6,Foundations of SQL,Core,SQL;Cloud Computing;Linked Lists;Data Pipelines,Python;PyTorch;HuggingFace,Python,Logic,Create,6,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2023-2024,2,Applied Spark,Core,Spark;Tokenization;Data Pipelines,Git;Docker;TensorFlow,Java,Linear Algebra,Analyze,3,No,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,6,Foundations of EDA,Elective,EDA;Clustering;Normalization,Spark;PyTorch;TensorFlow,Python,Statistics,Apply,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,7,Applied Cloud Computing,Elective,Cloud Computing;Dynamic Programming;Image Processing;Clustering,OpenCV;AWS,Java,Probability,Understand,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,7,Foundations of Cloud Computing,Core,Cloud Computing;Tokenization;HDFS;Deployment,Spark,C++,Statistics,Analyze,6,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2023-2024,8,Advanced Dynamic Programming,Elective,Dynamic Programming;Linked Lists;Indexing,NLTK,Java,Probability,Apply,4,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,4,Introduction to Graphs,Elective,Graphs;RNN;Cloud Computing;Spark;Visualization,Java,Python,Statistics,Create,4,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2024-2025,8,Applied Visualization,Elective,Visualization;Regression;Deployment;Cloud Computing,Java;Python;C++,Python,Statistics,Analyze,4,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,5,Introduction to Clustering,Elective,Clustering;CNN;Tokenization,C++;AWS,Java,Statistics,Analyze,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2019-2020,1,Foundations of Indexing,Elective,Indexing;Embeddings;Neural Networks;Cloud Computing,TensorFlow;Java;Spark,Java,Statistics,Create,3,No,job_reverse_mapping,True
IIT,DS,B.Tech,2019-2020,5,Advanced Spark,Core,Spark;Deployment;Graphs;Clustering;Data Pipelines,Python;Java,Python,Logic,Understand,6,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2022-2023,4,Introduction to Tokenization,Core,Tokenization;Arrays;Transformers,Scikit-learn,Java,Probability,Understand,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2023-2024,2,Advanced Indexing,Core,Indexing;Tokenization;Neural Networks;Trees;Dynamic Programming;EDA,OpenCV;Java;TensorFlow,Java,Linear Algebra,Analyze,4,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2021-2022,2,Foundations of Linked Lists,Core,Linked Lists;Indexing;Graphs;EDA;Embeddings,SQL;Pandas,C++,Linear Algebra,Create,3,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,4,Advanced Tokenization,Core,Tokenization;Dynamic Programming;Regression;Visualization;CNN,SQL,Java,Discrete Math,Create,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2022-2023,4,Applied Linked Lists,Elective,Linked Lists;Indexing;EDA;Neural Networks,PyTorch;OpenCV;AWS,Python,Basic Math,Apply,4,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,4,Advanced Data Pipelines,Core,Data Pipelines;Tokenization;HDFS;SQL;Spark,Git;Docker,Java,Statistics,Create,4,No,job_reverse_mapping,True
NIT,DS,B.Tech,2019-2020,7,Advanced Regression,Elective,Regression;Normalization;RNN,Java;TensorFlow;NLTK,Java,Logic,Create,6,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2019-2020,1,Introduction to Neural Networks,Elective,Neural Networks;Embeddings;Classification;Indexing;Linked Lists,HuggingFace;TensorFlow;Scikit-learn,Java,Statistics,Create,4,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2018-2019,5,Advanced Visualization,Core,Visualization;Clustering;RNN;HDFS;Linked Lists;CNN,PyTorch;SQL,Python,Logic,Analyze,3,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2022-2023,1,Foundations of SQL,Core,SQL;Trees;Deployment,TensorFlow;Spark;HuggingFace,Java,Logic,Apply,3,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,7,Foundations of CNN,Core,CNN;Regression;Transformers;RNN,SQL;Git,C++,Logic,Understand,6,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2021-2022,8,Foundations of Regression,Elective,Regression;CNN;Arrays,OpenCV,Python,Discrete Math,Create,6,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2021-2022,3,Advanced Trees,Core,Trees;Embeddings;Visualization;EDA;Deployment,PyTorch;C++;Pandas,Python,Logic,Create,3,No,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,5,Introduction to Indexing,Elective,Indexing;Embeddings;Visualization;Arrays;CNN,Docker;SQL,Java,Statistics,Understand,3,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2021-2022,5,Applied CNN,Core,CNN;EDA;Image Processing;Embeddings;Clustering;SQL,Docker,Java,Linear Algebra,Understand,4,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,4,Foundations of Transformers,Core,Transformers;Tokenization;Cloud Computing;Graphs;HDFS;CNN,Python;HuggingFace,Python,Linear Algebra,Create,6,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2019-2020,2,Introduction to SQL,Elective,SQL;Spark;Tokenization;Embeddings,Pandas;AWS;HuggingFace,Java,Probability,Analyze,3,No,job_reverse_mapping,True
IIT,AI,B.Tech,2018-2019,6,Introduction to Arrays,Elective,Arrays;Neural Networks;EDA;Classification;Image Processing;Tokenization,Docker;TensorFlow;OpenCV,Python,Logic,Understand,3,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2021-2022,2,Introduction to Dynamic Programming,Elective,Dynamic Programming;Arrays;Regression;Embeddings;Graphs;EDA,Docker,C++,Basic Math,Create,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2023-2024,7,Advanced Arrays,Core,Arrays;CNN;Graphs;Indexing;Visualization;Neural Networks,TensorFlow;AWS;Spark,Java,Logic,Apply,6,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2023-2024,6,Introduction to Tokenization,Core,Tokenization;Normalization;Classification;RNN;Visualization,Pandas;Python;Spark,Python,Probability,Create,3,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2019-2020,8,Introduction to Arrays,Elective,Arrays;CNN;EDA,SQL,C++,Discrete Math,Create,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2019-2020,2,Applied HDFS,Elective,HDFS;Image Processing;Clustering;Transformers;Arrays,Scikit-learn,Python,Statistics,Analyze,6,No,job_reverse_mapping,True
NIT,DS,B.Tech,2022-2023,4,Foundations of Cloud Computing,Core,Cloud Computing;Dynamic Programming;Graphs,SQL;Scikit-learn;Python,Python,Logic,Create,4,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2022-2023,5,Applied Classification,Core,Classification;Regression;Arrays;Clustering;Deployment;Trees,Python;Spark;Pandas,Python,Discrete Math,Apply,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2024-2025,8,Introduction to Data Pipelines,Elective,Data Pipelines;Tokenization;RNN;CNN;Embeddings;Graphs,Git,Java,Probability,Analyze,6,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2018-2019,4,Applied HDFS,Core,HDFS;Neural Networks;EDA;Dynamic Programming,Git;Docker,Python,Statistics,Analyze,3,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2018-2019,6,Foundations of Deployment,Core,Deployment;Data Pipelines;Transformers;Indexing;Classification;Spark,Spark;SQL;PyTorch,Java,Probability,Apply,3,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2022-2023,5,Introduction to Graphs,Elective,Graphs;Transformers;Neural Networks;Embeddings;Arrays,Scikit-learn;C++;OpenCV,C++,Basic Math,Analyze,4,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2023-2024,1,Foundations of EDA,Core,EDA;Tokenization;Spark,Docker;Spark;Python,Python,Probability,Understand,6,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2023-2024,3,Foundations of Dynamic Programming,Elective,Dynamic Programming;Trees;Indexing;Graphs,Docker,C++,Logic,Analyze,3,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,1,Introduction to Data Pipelines,Core,Data Pipelines;RNN;EDA;Regression;Cloud Computing,TensorFlow;Git;C++,C++,Linear Algebra,Apply,6,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2020-2021,2,Advanced Normalization,Core,Normalization;Linked Lists;Neural Networks;Spark,NLTK,Java,Probability,Analyze,3,No,job_reverse_mapping,True
IIT,CSE,B.Tech,2020-2021,8,Foundations of Cloud Computing,Core,Cloud Computing;Normalization;Trees,Spark,Java,Logic,Understand,3,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,1,Advanced HDFS,Elective,HDFS;Transformers;Normalization;Trees,SQL;Scikit-learn;OpenCV,C++,Statistics,Analyze,3,No,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,3,Foundations of Indexing,Elective,Indexing;Clustering;Classification;Neural Networks;Regression,Scikit-learn;NLTK,Java,Logic,Analyze,4,No,job_reverse_mapping,True
NIT,AI,B.Tech,2024-2025,8,Applied Linked Lists,Core,Linked Lists;Cloud Computing;SQL;Dynamic Programming,AWS;SQL;NLTK,Java,Basic Math,Analyze,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2022-2023,4,Introduction to Classification,Elective,Classification;Normalization;Neural Networks;Linked Lists;Graphs,OpenCV;Spark;Python,Python,Probability,Create,6,No,job_reverse_mapping,True
NIT,AI,B.Tech,2022-2023,1,Applied EDA,Core,EDA;Graphs;HDFS;Transformers;Arrays,PyTorch,C++,Probability,Analyze,3,No,job_reverse_mapping,True
NIT,AI,B.Tech,2021-2022,3,Advanced Normalization,Elective,Normalization;Spark;Cloud Computing,NLTK;PyTorch;Spark,Python,Probability,Analyze,4,No,job_reverse_mapping,True
NIT,DS,B.Tech,2023-2024,7,Introduction to Linked Lists,Core,Linked Lists;Clustering;Deployment;Embeddings;Graphs,PyTorch;HuggingFace,C++,Logic,Apply,4,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,4,Introduction to Dynamic Programming,Elective,Dynamic Programming;Data Pipelines;RNN;Linked Lists,Scikit-learn,C++,Statistics,Understand,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2019-2020,4,Advanced CNN,Core,CNN;Trees;Regression;Clustering,PyTorch,Python,Logic,Analyze,3,No,job_reverse_mapping,True
NIT,AI,B.Tech,2021-2022,3,Advanced Graphs,Core,Graphs;Tokenization;Image Processing;Data Pipelines;SQL,SQL;Docker;OpenCV,Java,Linear Algebra,Analyze,3,No,job_reverse_mapping,True
IIIT,DS,B.Tech,2021-2022,6,Foundations of Data Pipelines,Core,Data Pipelines;Visualization;Indexing;Spark;SQL,Java;TensorFlow;Docker,Python,Linear Algebra,Apply,4,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2020-2021,6,Introduction to Spark,Core,Spark;Deployment;SQL,OpenCV,C++,Linear Algebra,Analyze,4,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2018-2019,6,Applied HDFS,Elective,HDFS;Regression;Indexing;Dynamic Programming;CNN;Deployment,OpenCV;Pandas,C++,Linear Algebra,Create,6,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2022-2023,2,Introduction to Trees,Elective,Trees;Transformers;Data Pipelines;Graphs;HDFS;SQL,Python,Python,Discrete Math,Create,6,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,7,Introduction to Deployment,Elective,Deployment;Linked Lists;CNN;Indexing;Neural Networks;Graphs,HuggingFace;Spark;Docker,Python,Probability,Understand,3,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2021-2022,7,Introduction to Dynamic Programming,Elective,Dynamic Programming;Arrays;RNN,AWS;Scikit-learn;SQL,C++,Statistics,Analyze,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2018-2019,8,Applied Transformers,Core,Transformers;Linked Lists;Spark;Data Pipelines;Deployment;Neural Networks,TensorFlow;OpenCV,Java,Probability,Create,3,Yes,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,6,Advanced HDFS,Core,HDFS;Linked Lists;Spark;Graphs;Transformers,C++;Git;NLTK,Python,Discrete Math,Apply,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2019-2020,8,Foundations of Neural Networks,Core,Neural Networks;Transformers;Normalization;Spark;Clustering;Embeddings,Docker;C++;Java,Python,Basic Math,Understand,4,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2022-2023,2,Foundations of HDFS,Elective,HDFS;Visualization;CNN;Indexing;SQL,Python,Python,Discrete Math,Apply,6,No,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,5,Advanced EDA,Elective,EDA;Linked Lists;Transformers;Cloud Computing,SQL;HuggingFace,Python,Basic Math,Understand,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2021-2022,3,Applied Neural Networks,Core,Neural Networks;Arrays;Indexing;Classification;Data Pipelines,Scikit-learn,C++,Linear Algebra,Understand,6,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2020-2021,4,Applied Spark,Elective,Spark;CNN;Visualization,AWS;Pandas;Docker,Java,Logic,Understand,4,No,job_reverse_mapping,True
NIT,AI,B.Tech,2020-2021,6,Introduction to Normalization,Core,Normalization;Dynamic Programming;Visualization;Tokenization;Classification,NLTK;Python;OpenCV,Python,Basic Math,Understand,6,Yes,job_reverse_mapping,True
NIT,AI,B.Tech,2021-2022,6,Introduction to Classification,Core,Classification;Visualization;Embeddings,Scikit-learn;Spark,C++,Logic,Apply,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2020-2021,7,Foundations of Deployment,Core,Deployment;Arrays;CNN;Image Processing;Tokenization;Clustering,Spark;Git,Java,Linear Algebra,Apply,3,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2022-2023,5,Applied Regression,Elective,Regression;Deployment;Visualization;SQL,PyTorch;TensorFlow;HuggingFace,Java,Basic Math,Understand,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2023-2024,6,Applied Clustering,Core,Clustering;SQL;Tokenization;Normalization;CNN;Data Pipelines,Spark,Python,Probability,Create,6,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2019-2020,2,Foundations of Cloud Computing,Elective,Cloud Computing;HDFS;Indexing;EDA;Data Pipelines;Classification,C++;AWS;SQL,C++,Probability,Apply,3,No,job_reverse_mapping,True
NIT,DS,B.Tech,2022-2023,8,Advanced Transformers,Core,Transformers;Arrays;Visualization,Spark;HuggingFace;OpenCV,Java,Probability,Apply,3,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2021-2022,4,Introduction to Dynamic Programming,Core,Dynamic Programming;CNN;Trees;Arrays;Classification,Docker;Spark;SQL,C++,Statistics,Understand,6,No,job_reverse_mapping,True
IIT,DS,B.Tech,2024-2025,6,Introduction to Clustering,Elective,Clustering;Normalization;Visualization;Trees,NLTK,Java,Discrete Math,Create,4,Yes,job_reverse_mapping,True
NIT,DS,B.Tech,2023-2024,2,Foundations of Normalization,Elective,Normalization;Tokenization;Visualization,Scikit-learn,Java,Basic Math,Create,4,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2024-2025,2,Applied Dynamic Programming,Elective,Dynamic Programming;Neural Networks;Deployment,HuggingFace;Spark;Java,Python,Probability,Apply,3,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2024-2025,8,Applied Neural Networks,Elective,Neural Networks;Graphs;RNN;HDFS,Java;Docker;NLTK,Java,Basic Math,Create,4,Yes,job_reverse_mapping,True
IIIT,AI,B.Tech,2024-2025,8,Foundations of Cloud Computing,Core,Cloud Computing;Neural Networks;Spark;Linked Lists;Deployment,Python,Python,Probability,Analyze,6,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2020-2021,5,Advanced Cloud Computing,Core,Cloud Computing;HDFS;CNN;Tokenization,Docker;OpenCV;Scikit-learn,Python,Probability,Create,4,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2023-2024,4,Applied Classification,Elective,Classification;Cloud Computing;CNN,AWS,Java,Logic,Apply,4,No,job_reverse_mapping,True
IIIT,AI,B.Tech,2023-2024,3,Advanced Embeddings,Elective,Embeddings;Transformers;SQL;Tokenization;HDFS,Pandas,Java,Discrete Math,Understand,4,No,job_reverse_mapping,True
IIT,AI,B.Tech,2019-2020,5,Introduction to Clustering,Elective,Clustering;Dynamic Programming;Neural Networks;Spark,HuggingFace;Java;OpenCV,Python,Basic Math,Understand,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,4,Foundations of Transformers,Core,Transformers;Data Pipelines;Linked Lists;SQL,Java;TensorFlow;Git,Java,Logic,Apply,3,No,job_reverse_mapping,True
NIT,DS,B.Tech,2020-2021,3,Applied Clustering,Core,Clustering;EDA;Normalization;Regression,AWS,Python,Linear Algebra,Understand,3,No,job_reverse_mapping,True
IIIT,CSE,B.Tech,2022-2023,5,Applied Classification,Core,Classification;Clustering;Cloud Computing,Docker;Spark;Java,C++,Statistics,Understand,4,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2018-2019,8,Introduction to Graphs,Core,Graphs;Image Processing;Cloud Computing;Classification,Docker;Scikit-learn;AWS,Python,Statistics,Apply,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2024-2025,8,Introduction to Neural Networks,Elective,Neural Networks;Deployment;Indexing,Scikit-learn;Docker;OpenCV,Python,Probability,Analyze,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2019-2020,6,Foundations of Data Pipelines,Elective,Data Pipelines;Image Processing;Embeddings;CNN;HDFS,Java;HuggingFace,Python,Statistics,Create,3,Yes,job_reverse_mapping,True
IIT,CSE,B.Tech,2019-2020,2,Advanced Data Pipelines,Elective,Data Pipelines;CNN;Graphs;Normalization;RNN;Image Processing,SQL,Python,Probability,Analyze,6,No,job_reverse_mapping,True
NIT,CSE,B.Tech,2021-2022,2,Advanced Spark,Core,Spark;Classification;Cloud Computing;Data Pipelines;Dynamic Programming,Python;SQL,Python,Probability,Create,6,No,job_reverse_mapping,True
NIT,DS,B.Tech,2022-2023,7,Applied Clustering,Elective,Clustering;Neural Networks;Tokenization;CNN;Transformers,Scikit-learn,Java,Probability,Create,6,Yes,job_reverse_mapping,True
IIT,AI,B.Tech,2021-2022,7,Applied Deployment,Core,Deployment;SQL;Linked Lists,TensorFlow;OpenCV,Python,Linear Algebra,Apply,6,Yes,job_reverse_mapping,True
IIIT,CSE,B.Tech,2023-2024,5,Advanced Transformers,Elective,Transformers;Arrays;RNN;Indexing;SQL,Git;Spark,Java,Discrete Math,Understand,3,Yes,job_reverse_mapping,True
IIIT,DS,B.Tech,2019-2020,6,Introduction to Visualization,Core,Visualization;Cloud Computing;Tokenization;Linked Lists;SQL;EDA,Scikit-learn,C++,Discrete Math,Analyze,4,Yes,job_reverse_mapping,True
IIT,DS,B.Tech,2022-2023,6,Applied CNN,Core,CNN;Graphs;Tokenization;Dynamic Programming;Trees;RNN,PyTorch;Pandas;Python,Python,Logic,Understand,4,Yes,job_reverse_mapping,True
